mon data pour n=1					
	rho	F(rho)		rho	G(rho)
	1.673666	29.323379		2.232589	35.270532
	1.67398	29.338705		2.233572	35.303381
	1.674295	29.353437		2.233689	35.306678
	1.67457	29.367231		2.234279	35.326401
	1.674884	29.381977		2.234672	35.339553
	1.675198	29.397324		2.234868	35.34516
	1.675591	29.415774		2.2353	35.359634
	1.675866	29.429595		2.235772	35.375429
	1.676495	29.459143		2.235968	35.38104
	1.676888	29.478225		2.236989	35.415285
	1.677202	29.493919		2.237068	35.417273
	1.677791	29.521673		2.237893	35.444952
	1.678184	29.540791		2.238089	35.450573
	1.678577	29.559315		2.239072	35.483551
	1.678891	29.575049		2.239189	35.48686
	1.679166	29.588029		2.239975	35.51326
	1.67948	29.603774		2.240172	35.518889
	1.679795	29.618623			
	1.680188	29.637793			
	1.680502	29.652655			
	1.680777	29.666573		2.241075	35.549271
	1.681091	29.681444		2.241193	35.552585
	1.681366	29.695071		2.241979	35.579024
	1.681681	29.709958		2.242175	35.584659
	1.681995	29.725759		2.243	35.612441
	1.682584	29.753702		2.243197	35.618404
	1.682898	29.769221		2.243864	35.640907
	1.683173	29.782276		2.2441	35.647875
	1.683173	29.782276		2.244768	35.670393
	1.683566	29.801842		2.244965	35.676366
	1.683881	29.816775		2.245475	35.693595
	1.684195	29.832321		2.245672	35.700223
	1.684784	29.860351		2.24579	35.703221
	1.685098	29.876222		2.246575	35.729746
	1.685373	29.889316		2.246772	35.735398
	1.685766	29.90864		2.247479	35.759288
	1.686002	29.919872		2.247675	35.765268
	1.686277	29.933899		2.248265	35.785189
	1.686866	29.96201		2.248382	35.788191
	1.687102	29.97418		2.24909	35.812107
	1.687691	30.002323		2.249286	35.818096
	1.687966	30.016074		2.250072	35.844688
	1.688281	30.031102		2.25019	35.847692
	1.688595	30.047052		2.250779	35.867648
	1.689184	30.075258		2.250975	35.873645
	1.689381	30.085273		2.251682	35.897604
	1.689695	30.100331		2.2518	35.900612
	1.68997	30.11443		2.252468	35.923254
	1.690481	30.138917		2.252665	35.929257
	1.690795	30.15461		2.253293	35.95058
	1.691266	30.177243		2.25349	35.956259
	1.691581	30.193263		2.253686	35.962923
	1.691973	30.21214		2.254197	35.980261
	1.692288	30.227866		2.254275	35.98227
	1.692877	30.256215		2.254865	36.002282
	1.693191	30.272271		2.254982	36.005296
	1.693466	30.285516		2.25569	36.029324
	1.693781	30.301275		2.255768	36.031006
	1.694488	30.335369		2.256397	36.052374
	1.694684	30.345773		2.256593	36.058393
	1.695273	30.374217		2.257182	36.078437
	1.695588	30.390328		2.257379	36.084131
	1.695784	30.399819		2.25789	36.101513
	1.696098	30.41563		2.258086	36.107538
	1.696766	30.447935		2.258597	36.124927
	1.697081	30.464078		2.258872	36.133302
	1.697395	30.479298		2.259383	36.150703
	1.69767	30.493239		2.2595	36.154056
	1.697984	30.508473		2.26009	36.174142
	1.697984	30.508473		2.260286	36.179845
	1.698299	30.523712		2.260679	36.193244
	1.698574	30.537986		2.260875	36.199279
	1.699281	30.572309		2.261386	36.216704
	1.699595	30.588198		2.2617	36.226434
	1.69987	30.601564		2.262172	36.242527
	1.700066	30.612045		2.26229	36.245888
	1.700577	30.636884		2.262879	36.266013
	1.70097	30.65663		2.263075	36.271725
	1.701599	30.687238		2.263586	36.289177
	1.701795	30.697749		2.2639	36.298922
	1.702384	30.726482		2.264175	36.308325
	1.702699	30.742436		2.264293	36.31169
	1.703288	30.771206		2.264883	36.331843
	1.703602	30.787498		2.265079	36.337564
	1.704074	30.81054		2.26559	36.355041
	1.704388	30.826851		2.265786	36.361096
	1.705095	30.861455		2.266179	36.374545
	1.70537	30.875552		2.266375	36.380271
	1.705999	30.906353		2.266886	36.397761
	1.706274	30.920781		2.266965	36.399787
	1.706902	30.951622		2.267475	36.417286
	1.707099	30.961895		2.267672	36.423018
	1.707688	30.99084		2.268065	36.436484
	1.708002	31.007234		2.2683	36.443896
	1.70867	31.040082		2.26889	36.464108
	1.708866	31.050381		2.269086	36.469846
	1.709495	31.081333		2.2694	36.480627
	1.709692	31.091962		2.269793	36.493442
	1.710399	31.126824		2.270068	36.502884
	1.710595	31.137148		2.270265	36.508622
	1.711184	31.166236		2.270775	36.526162
	1.711184	31.166236		2.27109	36.535955
	1.711381	31.175937		2.271286	36.542704
	1.711499	31.18271		2.271483	36.548786
	1.712088	31.211832		2.271797	36.559585
	1.712402	31.22801		2.271993	36.566338
	1.713267	31.270789		2.27219	36.572085
	1.713581	31.287312		2.2727	36.589648
	1.71417	31.316523		2.272779	36.591679
	1.714366	31.327217		2.273172	36.605195
	1.71527	31.372067		2.27329	36.608244
	1.715388	31.378556		2.2738	36.62582
	1.716095	31.413698		2.273997	36.631912
	1.716292	31.424425		2.274468	36.648142
	1.717077	31.463523		2.274665	36.653899
	1.717274	31.473945		2.274979	36.664726
	1.718295	31.524848		2.275293	36.67488
	1.718374	31.529731		2.275568	36.684358
	1.719199	31.570906		2.275883	36.694181
	1.719395	31.581355		2.276197	36.705016
	1.720181	31.620626		2.276472	36.713825
	1.720495	31.63731		2.276786	36.724665
	1.721281	31.676636		2.277101	36.734497
	1.721595	31.693025		2.277297	36.741274
	1.721595	31.693025		2.277493	36.747043
	1.721792	31.702864		2.27769	36.75382
	1.722381	31.732411		2.277965	36.762639
	1.722499	31.739291		2.278593	36.784342
	1.723481	31.788595		2.278672	36.786043
	1.723599	31.795163		2.279065	36.799615
	1.724581	31.844541		2.279379	36.809799
	1.724699	31.851443		2.279576	36.816587
	1.725602	31.896939		2.27989	36.826439
	1.725799	31.90781		2.280165	36.835944
	1.726781	31.95734		2.280479	36.846135
	1.726977	31.967904		2.280793	36.857005
	1.727881	32.013544		2.281068	36.865503
	1.727999	32.020478		2.281265	36.8723
	1.729099	32.076125		2.281383	36.875702
	1.729177	32.080758		2.281697	36.886578
	1.730277	32.136497		2.281972	36.895083
	1.730277	32.136497		2.282286	36.905964
	1.730474	32.14744		2.282601	36.916167
	1.731495	32.199288		2.282876	36.925693
	1.731692	32.209923		2.28319	36.935565
	1.732595	32.25586		2.283465	36.945094
	1.732792	32.266841		2.283779	36.954969
	1.733892	32.322861		2.284093	36.965863
	1.734088	32.333531		2.28429	36.971995
	1.735188	32.389651		2.284565	36.98153
	1.735385	32.40067		2.284879	36.991414
	1.736602	32.462919		2.285193	37.002317
	1.736681	32.4676		2.28539	37.008454
	1.737899	32.529961		2.285665	37.017995
	1.738095	32.541022		2.285901	37.025161
	1.738685	32.571243		2.286176	37.034706
	1.738685	32.571243		2.28649	37.044939
	1.739195	32.597454		2.286765	37.053471
	1.739392	32.608535		2.287079	37.064385
	1.74057	32.669109		2.287393	37.074625
	1.740688	32.67584		2.287668	37.084181
	1.742103	32.748673		2.287983	37.094085
	1.742299	32.759797		2.288179	37.100914
	1.743478	32.820617		2.288493	37.111158
	1.743674	32.83143		2.288768	37.119702
	1.744892	32.894398		2.289201	37.134734
	1.745088	32.905567		2.289476	37.143279
	1.746385	32.972733		2.28979	37.154217
	1.746385	32.972733		2.290065	37.163107
	1.746581	32.982922		2.290379	37.173026
	1.746699	32.989706		2.290772	37.186706
	1.748192	33.067228		2.291086	37.196971
	1.74827	33.072322		2.291479	37.209634
	1.749803	33.152061		2.291794	37.220587
	1.749881	33.156829		2.292069	37.229488
	1.750588	33.193693		2.292383	37.239421
	1.751374	33.234692		2.292697	37.25038
	1.75157	33.244952		2.292972	37.259286
	1.751688	33.252119		2.293286	37.269225
	1.752592	33.299351		2.293601	37.28019
	1.752592	33.299351		2.293994	37.293217
	1.753299	33.33635		2.294269	37.30179
	1.753299	33.33635		2.294583	37.312763
	1.753378	33.341142		2.294897	37.322711
	1.754203	33.384359		2.29529	37.335749
	1.754478	33.398778		2.295683	37.349475
	1.754792	33.415261		2.295997	37.359431
	1.755303	33.442059		2.296272	37.368358
	1.755381	33.447206		2.296586	37.379347
	1.755892	33.474029		2.296901	37.389306
	1.756403	33.500873		2.297176	37.398241
	1.757071	33.535999		2.29749	37.409236
	1.757071	33.535999		2.297765	37.417827
	1.757267	33.547358		2.298079	37.428828
	1.757503	33.559772		2.298394	37.439142
	1.757463	33.557701		2.29859	37.444989
	1.758367	33.605308		2.298865	37.454617
	1.759271	33.652969		2.299297	37.469066
	1.759388	33.659875		2.299494	37.474918
	1.759978	33.690998		2.299769	37.484553
	1.761471	33.769952		2.300201	37.498667
	1.761471	33.770982		2.300476	37.507619
	1.762099	33.804275		2.30079	37.518638
	1.762178	33.808436		2.301065	37.527251
	1.762178	33.808436		2.301379	37.537583
	1.762296	33.814687		2.301694	37.54861
	1.762492	33.825095		2.301969	37.557228
	1.762885	33.845931		2.302165	37.564122
	1.763199	33.862606		2.302479	37.574466
	1.763474	33.877201		2.302872	37.587224
	1.763788	33.893891		2.303186	37.598261
	1.763788	33.893891		2.303501	37.608612
	1.763867	33.898753		2.303972	37.624141
	1.764574	33.936331		2.304287	37.634496
	1.765281	33.973949		2.304483	37.640365
	1.765871	34.005324		2.304797	37.651415
	1.766303	34.028347		2.305072	37.660048
	1.766303	34.028347		2.305387	37.671102
	1.766381	34.033573		2.305701	37.681468
	1.766499	34.039855		2.305976	37.690108
	1.766499	34.039855		2.306172	37.697018
	1.766578	34.044044		2.306487	37.70739
	1.766892	34.060804		2.306879	37.720183
	1.767088	34.071281		2.307076	37.7271
	1.767403	34.088052		2.30739	37.737477
	1.767796	34.109029		2.307665	37.746124
	1.767992	34.119521		2.307979	37.757198
	1.768267	34.134213		2.308294	37.767581
	1.768503	34.14681		2.308569	37.776234
	1.768699	34.157313		2.308883	37.786622
	1.769092	34.178325		2.309197	37.797704
	1.769092	34.178325		2.309472	37.806364
	1.769171	34.183226		2.309787	37.81641
	1.769485	34.200041		2.310179	37.829577
	1.769878	34.221078		2.310494	37.840669
	1.770192	34.237914		2.310769	37.849336
	1.770192	34.237914		2.311201	37.863897
	1.770192	34.237914		2.311476	37.872568
	1.770467	34.252649		2.31179	37.882975
	1.770664	34.263181		2.312065	37.89269
	1.771096	34.286357		2.312379	37.902754
	1.771489	34.307438		2.312694	37.913168
	1.771803	34.32431		2.312969	37.92289
	1.772078	34.33908		2.313283	37.93296
	1.772196	34.345411		2.313676	37.946157
	1.772274	34.35068		2.31399	37.95623
	1.772392	34.357014		2.314265	37.965963
	1.772589	34.367572		2.314697	37.980212
	1.772785	34.378132		2.314972	37.989249
	1.772903	34.38447		2.315365	38.002114
	1.773099	34.395038		2.31568	38.012548
	1.773178	34.399262		2.316269	38.032377
	1.773492	34.416174		2.316583	38.042817
	1.773689	34.426748		2.316897	38.052909
	1.773689	34.426748		2.317172	38.06196
	1.773689	34.426748		2.317487	38.073105
	1.773767	34.430978		2.317997	38.089472
	1.773885	34.437325		2.318272	38.099229
	1.774081	34.447906		2.318665	38.112122
	1.774199	34.454255		2.31898	38.122228
	1.774278	34.458484		2.319294	38.132687
	1.774396	34.464835		2.319883	38.152564
	1.774474	34.469071		2.320197	38.163028
	1.774592	34.475423		2.320472	38.171747
	1.774671	34.479659		2.320787	38.182217
	1.774789	34.486013		2.321101	38.193389
	1.774985	34.496605		2.321572	38.208398
	1.775103	34.502962		2.321887	38.21852
	1.775299	34.513559		2.322201	38.229702
	1.775378	34.517797		2.322476	38.238785
	1.775496	34.524161		2.32279	38.248916
	1.775692	34.534761		2.323065	38.25765
	1.775771	34.539003		2.32338	38.268839
	1.775771	34.539705		2.32389	38.285269
	1.775889	34.546069		2.324087	38.292267
	1.775967	34.550312		2.324401	38.302757
	1.776085	34.556678		2.32499	38.321999
	1.776164	34.560924		2.325265	38.331801
	1.776399	34.573657		2.32558	38.341951
	1.776399	34.573657		2.325894	38.352455
	1.776399	34.573657		2.326169	38.361208
	1.776478	34.577905		2.326797	38.382928
	1.776596	34.584275		2.327072	38.391685
	1.776674	34.58852		2.327465	38.404653
	1.776792	34.594889		2.327701	38.412362
	1.776871	34.59914		2.327976	38.421125
	1.776989	34.605513		2.328487	38.438661
	1.777185	34.616137		2.328801	38.448831
	1.777381	34.626764		2.329076	38.457953
	1.777499	34.633142		2.329665	38.477958
	1.777578	34.637397		2.32998	38.488491
	1.777696	34.643774		2.330372	38.50148
	1.777774	34.648025		2.330687	38.512016
	1.777971	34.658663		2.331001	38.5222
	1.778167	34.669301		2.331276	38.53098
	1.778285	34.675686		2.33159	38.541524
	1.778364	34.679943		2.33218	38.561562
	1.778481	34.686329		2.332494	38.572112
	1.778599	34.692716		2.332769	38.580899
	1.778599	34.692716		2.333201	38.595675
	1.778599	34.692716		2.333476	38.604469
	1.778678	34.696975		2.334183	38.628047
	1.778796	34.703364		2.334498	38.638609
	1.778874	34.707622		2.334772	38.647408
	1.778992	34.714017		2.335401	38.668899
	1.779071	34.718275		2.335676	38.67806
	1.779189	34.724666		2.33599	38.688277
	1.779267	34.72893		2.33658	38.708728
	1.779385	34.735324		2.336776	38.714717
	1.779464	34.739587		2.33709	38.725296
	1.779581	34.745983		2.33768	38.744695
	1.779699	34.75238		2.337994	38.754924
	1.779778	34.756645		2.33819	38.761987
	1.779896	34.763043		2.338701	38.778571
	1.779974	34.767312		2.33929	38.798704
	1.780092	34.773712		2.339565	38.807885
	1.780092	34.774772		2.339801	38.815302
	1.780171	34.779035		2.340076	38.824487
	1.780367	34.789708		2.34039	38.834733
	1.780485	34.796112		2.34098	38.855242
	1.780564	34.800382		2.34149	38.871858
	1.780681	34.806787		2.341765	38.880698
	1.780681	34.806787		2.342198	38.895561
	1.780681	34.806787		2.342473	38.904402
	1.780799	34.813194		2.342787	38.914663
	1.780878	34.817466		2.34318	38.928119
	1.780996	34.823874		2.343376	38.934131
	1.781074	34.828149		2.343965	38.954682
	1.781192	34.834556		2.34428	38.964953
	1.781271	34.838828		2.344673	38.978421
	1.781389	34.845244		2.344987	38.988696
	1.781467	34.849517		2.345301	38.999333
	1.781585	34.85593		2.345576	39.008191
	1.781703	34.862343		2.34589	39.018831
	1.781781	34.866622		2.346401	39.03514
	1.781899	34.873038		2.346794	39.048628
	1.781978	34.877316		2.347069	39.057494
	1.782096	34.883734		2.347383	39.068144
	1.782174	34.888013		2.347776	39.081282
	1.782292	34.894432		2.348091	39.091937
	1.782371	34.898715		2.348366	39.100811
	1.782489	34.905136		2.348994	39.121771
	1.782567	34.909415		2.349583	39.142397
	1.782685	34.915836		2.350094	39.158741
	1.782685	34.915836		2.350566	39.174027
	1.782685	34.915836		2.350998	39.188975
	1.782685	34.915836		2.351273	39.197866
	1.782803	34.92226		2.351783	39.215671
	1.782881	34.926546		2.352176	39.228845
	1.782999	34.932971		2.352491	39.23953
	1.783078	34.937256		2.353001	39.256267
	1.783196	34.943683		2.353591	39.275499
	1.783274	34.947969		2.353983	39.28905
	1.783392	34.954398		2.354298	39.299383
	1.783471	34.958687		2.354966	39.321853
	1.783589	34.965115		2.355398	39.335754
	1.783667	34.969401		2.355673	39.345034
	1.783785	34.975834		2.356066	39.358241
	1.783903	34.982272		2.356498	39.373241
	1.783981	34.986559		2.356773	39.382162
	1.784099	34.992992		2.357087	39.392515
	1.784178	34.997285		2.357676	39.412159
	1.784296	35.003722		2.358069	39.425746
	1.784374	35.008014		2.358501	39.439676
	1.784374	35.008014		2.358776	39.448608
	1.784374	35.008014		2.359091	39.45934
	1.784374	35.008014		2.35968	39.479009
	1.784492	35.014453		2.360269	39.498323
	1.784571	35.018746		2.360898	39.519441
	1.784689	35.025187		2.361487	39.539133
	1.784767	35.029479		2.362076	39.558833
	1.784885	35.035925		2.362666	39.578539
	1.784964	35.040219		2.363373	39.602563
	1.785081	35.04666		2.363766	39.615832
	1.785199	35.053105		2.36408	39.626595
	1.785278	35.057405		2.364669	39.646326
	1.785396	35.063851		2.365298	39.667504
	1.785474	35.06815		2.365887	39.687252
	1.785592	35.074598		2.366476	39.705908
	1.785671	35.078898		2.366869	39.719205
	1.785671	35.078898		2.367184	39.729987
	1.785671	35.078898		2.367891	39.754079
	1.785789	35.085348		2.36848	39.772757
	1.785867	35.089651		2.369069	39.792544
	1.785985	35.096103		2.369698	39.813781
	1.786064	35.1004		2.370287	39.833579
	1.786181	35.106854		2.370798	39.851237
	1.786299	35.113313		2.371387	39.87105
	1.786299	35.114026		2.371976	39.890135
	1.786378	35.118328		2.372566	39.909966
	1.786496	35.124785		2.373194	39.93088
	1.786574	35.129089		2.373784	39.950723
	1.786692	35.135548		2.374098	39.961554
	1.786771	35.139854		2.374491	39.974912
	1.786889	35.146314		2.37508	39.994036
	1.786967	35.150623		2.375787	40.018246
	1.786967	35.150623		2.376376	40.037753
	1.787085	35.157082		2.376966	40.056897
	1.787164	35.161389		2.377791	40.085484
	1.787282	35.167856		2.378066	40.094524
	1.787399	35.174321		2.378498	40.108626
	1.787478	35.178629		2.379166	40.131437
	1.787596	35.185093		2.379794	40.151694
	1.787674	35.189406		2.380502	40.175978
	1.787792	35.195874		2.381169	40.198075
	1.787871	35.200186		2.381798	40.219468
	1.787989	35.206656		2.382466	40.241957
	1.787989	35.206656		2.382977	40.259004
	1.787989	35.206656		2.383684	40.282591
	1.788067	35.21097		2.384273	40.302563
	1.788185	35.217441		2.384784	40.319631
	1.788264	35.221758		2.385491	40.342871
	1.788382	35.228231		2.38608	40.362868
	1.788499	35.234703		2.386591	40.379952
	1.788578	35.239017		2.38718	40.399961
	1.788696	35.245493		2.387887	40.423234
	1.788774	35.249813		2.388594	40.447638
	1.788892	35.256291		2.389184	40.46655
	1.788971	35.26061		2.389773	40.486589
	1.788971	35.26061		2.390402	40.508099
	1.788971	35.26061		2.390991	40.527034
	1.789089	35.267089		2.391698	40.551482
	1.789167	35.271409		2.392366	40.573731
	1.789285	35.27789		2.393073	40.597077
	1.789364	35.282213		2.393702	40.618628
	1.789482	35.288694		2.39437	40.64053
	1.789599	35.295178		2.394998	40.662097
	1.789678	35.299499		2.395587	40.681458
	1.789796	35.305988		2.396098	40.698642
	1.789796	35.305988		2.396687	40.718392
	1.789796	35.305988		2.397277	40.737771
	1.789796	35.305988		2.397984	40.762315
	1.789874	35.31031		2.398573	40.782464
	1.789992	35.316795		2.399202	40.802958
	1.790071	35.321123		2.399791	40.823121
	1.790189	35.327612		2.400302	40.84035
	1.790267	35.331939		2.400891	40.859392
	1.790385	35.338429		2.40148	40.879577
	1.790503	35.344921		2.40207	40.898634
	1.790503	35.344921		2.40258	40.915886
	1.790582	35.349249		2.403091	40.933145
	1.790699	35.355743		2.40368	40.953354
	1.790778	35.360074		2.40427	40.972814
	1.790896	35.36657		2.404977	40.996326
	1.790974	35.370896		2.405684	41.019848
	1.791092	35.377393		2.406391	41.044519
	1.791092	35.377393		2.40698	41.064011
	1.791171	35.381727		2.40757	41.083889
	1.791289	35.388226		2.408277	41.107827
	1.791367	35.392559		2.408866	41.126958
	1.791485	35.399059		2.409573	41.150917
	1.791603	35.40556		2.41028	41.174502
	1.791603	35.40556		2.41087	41.194801
	1.791603	35.40556		2.411577	41.218406
	1.791682	35.409895		2.412284	41.242402
	1.791799	35.416398		2.41307	41.268992
	1.791878	35.420737		2.413777	41.291861
	1.791996	35.427239		2.414484	41.316655
	1.792074	35.431574		2.415073	41.335857
	1.792192	35.438085		2.415702	41.35655
	1.792192	35.438085		2.416291	41.376913
	1.792271	35.442422		2.41688	41.396519
	1.792389	35.44893		2.41747	41.416898
	1.792467	35.453269		2.418177	41.440594
	1.792585	35.45978		2.418884	41.464301
	1.792585	35.45978		2.419473	41.483937
	1.792585	35.45978		2.420102	41.504681
	1.792703	35.466291		2.420691	41.5251
	1.792782	35.470632		2.42128	41.544371
	1.792899	35.477145		2.421988	41.568505
	1.792978	35.481487		2.422695	41.592265
	1.792978	35.481487		2.423402	41.616035
	1.792978	35.481487		2.423991	41.635721
	1.793096	35.488002		2.424698	41.659509
	1.793174	35.492348		2.425288	41.678823
	1.793292	35.498864		2.425995	41.703012
	1.793292	35.498864		2.426584	41.722343
	1.793292	35.498864		2.42737	41.749545
